,No_Of_Rooms,locality,lease_type,gym,lift,swimming_pool,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,true_count
11945,BHK4,Sunkadakatte,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,2.0,4.0,W,4.0,1.0,2.0,CORP_BORE,IH,2.0,40000.0,2
11946,BHK3,Whitefield,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1600,0.0,3.0,N,3.0,5.0,6.0,BOREWELL,AP,2.0,22000.0,7
11947,BHK3,Hoodi,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1300,4.0,2.0,E,5.0,4.0,4.0,CORP_BORE,AP,3.0,22000.0,9
11948,BHK2,New Thippasandra,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1100,15.0,2.0,S,2.0,0.0,3.0,CORPORATION,IF,1.0,20000.0,1
11949,BHK3,RR Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1050,18.0,2.0,E,4.0,0.0,1.0,CORPORATION,IH,1.0,18000.0,1
11950,BHK2,Kaggadasapura,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1060,12.0,2.0,E,2.0,1.0,3.0,BOREWELL,AP,1.0,18000.0,7
11951,RK1,Sheshadripuram,BACHELOR,0,0,0,1,FULLY_FURNISHED,TWO_WHEELER,100,1.0,1.0,W,1.0,1.0,2.0,CORP_BORE,IF,1.0,10000.0,2
11952,BHK3,Rajaji Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,25.0,2.0,NE,3.0,0.0,1.0,CORPORATION,IF,0.0,25000.0,2
11953,BHK2,"Eastwood Township,Harlur",ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1197,0.0,2.0,E,1.0,6.0,15.0,CORP_BORE,AP,1.0,27000.0,14
11954,BHK2,BTM 2nd Stage,ANYONE,1,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1200,11.0,2.0,E,2.0,2.0,3.0,CORPORATION,IH,1.0,25000.0,5
11955,BHK1,HSR Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,750,7.0,1.0,NE,1.0,2.0,2.0,BOREWELL,IF,2.0,19000.0,1
11956,BHK2,Suddagunte Palya,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,650,10.0,2.0,E,0.0,2.0,2.0,CORPORATION,IH,0.0,20000.0,2
11957,BHK1,BTM Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,400,5.0,1.0,N,1.0,3.0,4.0,CORP_BORE,IF,1.0,12000.0,2
11958,BHK2,Koramangala,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,1270,5.0,2.0,N,2.0,1.0,4.0,CORPORATION,AP,1.0,32000.0,9
11959,BHK3,Hoodi,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1200,15.0,2.0,E,3.0,1.0,2.0,CORP_BORE,AP,2.0,18000.0,9
11960,BHK1,J P Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,4.0,1.0,E,1.0,1.0,3.0,CORPORATION,IF,0.0,8500.0,3
11961,BHK1,Banashankari,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,0.0,1.0,E,1.0,1.0,3.0,CORP_BORE,IF,1.0,10000.0,4
11962,BHK2,HSR Layout,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,800,4.0,2.0,NE,2.0,3.0,3.0,CORPORATION,IF,0.0,20000.0,2
11963,BHK2,Whitefield,ANYONE,0,0,0,0,FULLY_FURNISHED,BOTH,1100,0.0,2.0,E,3.0,4.0,5.0,CORP_BORE,AP,1.0,20000.0,1
11964,BHK1,Munnekollal,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,900,5.0,1.0,E,1.0,0.0,2.0,CORPORATION,IF,3.0,12000.0,2
11965,BHK2,Ulsoor,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1000,4.0,2.0,S,1.0,2.0,3.0,CORP_BORE,AP,1.0,20000.0,1
11966,BHK1,Rajaji Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,25.0,1.0,E,1.0,0.0,1.0,CORPORATION,IH,0.0,10000.0,1
11967,BHK2,"Shivananda Nagar, Jagadish Nagar",ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,21.0,2.0,E,0.0,0.0,2.0,CORP_BORE,IF,0.0,15000.0,1
11968,BHK2,"Kundalahalli,Whitefield",ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1047,1.0,2.0,N,2.0,15.0,16.0,CORP_BORE,AP,2.0,24000.0,13
11969,BHK3,"Marathahalli Village,Marathahalli",BACHELOR,0,1,0,1,FULLY_FURNISHED,BOTH,1557,10.0,3.0,S,5.0,3.0,3.0,CORP_BORE,AP,1.0,30000.0,8
11970,BHK3,Whitefield,FAMILY,0,1,0,0,SEMI_FURNISHED,FOUR_WHEELER,1800,6.0,3.0,N,3.0,1.0,5.0,CORP_BORE,AP,3.0,27000.0,7
11971,BHK2,Cox Town,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,890,4.0,2.0,E,2.0,0.0,2.0,CORP_BORE,AP,1.0,21000.0,6
11972,BHK3,Banashankari,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1150,4.0,2.0,E,2.0,1.0,4.0,CORP_BORE,IF,2.0,20000.0,2
11973,BHK2,"Thigalarapalya,Hoodi",FAMILY,1,1,1,0,SEMI_FURNISHED,FOUR_WHEELER,1418,8.0,2.0,E,2.0,15.0,18.0,CORPORATION,AP,2.0,33000.0,16
11974,BHK3,"Ashwini Layout, Ejipura",ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1400,10.0,2.0,E,4.0,3.0,4.0,CORP_BORE,AP,2.0,38000.0,6
11975,BHK3,Banashankari,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,3.0,2.0,E,2.0,2.0,4.0,CORP_BORE,IH,1.0,17000.0,1
11976,BHK2,Mahadevapura,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,800,6.0,1.0,E,0.0,0.0,0.0,CORPORATION,IH,0.0,9000.0,1
11977,BHK2,"1st Block Koramangala,HSR Layout 5th Sector",ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1100,3.0,2.0,E,2.0,4.0,4.0,CORP_BORE,AP,1.0,28500.0,5
11978,BHK3,"EPIP Zone,Brookefield",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1950,0.0,3.0,E,3.0,7.0,8.0,CORP_BORE,AP,3.0,35000.0,15
11979,BHK1,Cox Town,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,700,10.0,1.0,N,0.0,1.0,1.0,CORP_BORE,IH,2.0,14000.0,2
11980,BHK2,Jayanagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1180,25.0,2.0,W,2.0,2.0,3.0,CORP_BORE,AP,3.0,23000.0,4
11981,BHK2,Koramangala,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1560,5.0,3.0,W,2.0,3.0,3.0,CORP_BORE,AP,1.0,35000.0,9
11982,BHK3,Sarjapur Road,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1392,0.0,3.0,NE,3.0,5.0,6.0,CORP_BORE,AP,3.0,28000.0,17
11983,BHK2,Whitefield,ANYONE,1,1,1,1,FULLY_FURNISHED,FOUR_WHEELER,1134,0.0,2.0,S,4.0,9.0,11.0,BOREWELL,AP,2.0,28000.0,12
11984,BHK2,Sorahunase,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1175,1.0,2.0,W,4.0,0.0,4.0,BOREWELL,AP,2.0,16000.0,16
11985,BHK3,"5th Stage,RR Nagar",FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1667,5.0,3.0,W,3.0,3.0,4.0,CORP_BORE,AP,3.0,16000.0,4
11986,BHK2,Koramangala,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,600,5.0,1.0,E,2.0,1.0,2.0,CORP_BORE,IH,1.0,13000.0,3
11987,BHK2,Hongasandra,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,500,3.0,1.0,N,0.0,1.0,4.0,CORP_BORE,IF,0.0,9000.0,2
11988,RK1,Kasavanahalli,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,250,4.0,1.0,N,1.0,3.0,3.0,BOREWELL,IF,1.0,10000.0,0
11989,BHK2,Attiguppe,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1080,9.0,2.0,E,2.0,2.0,2.0,CORP_BORE,AP,3.0,16000.0,8
11990,BHK2,kundalahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1050,10.0,2.0,N,3.0,1.0,4.0,CORP_BORE,AP,3.0,20000.0,11
11991,BHK2,Kaggadasapura,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,750,8.0,2.0,N,2.0,2.0,3.0,CORP_BORE,IF,1.0,13000.0,2
11992,BHK1,HSR Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,550,7.0,2.0,E,1.0,0.0,2.0,CORP_BORE,IF,1.0,8500.0,4
11993,BHK2,Panathur,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1200,2.0,2.0,NE,2.0,1.0,5.0,BOREWELL,AP,2.0,18000.0,7
11994,BHK1,Mahadevapura,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,600,3.0,1.0,E,3.0,2.0,3.0,CORP_BORE,IF,2.0,13000.0,6
11995,BHK3,Bellandur,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1865,10.0,3.0,E,3.0,1.0,4.0,BOREWELL,AP,3.0,23000.0,7
11996,BHK2,BTM 2nd Stage,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1020,13.0,2.0,E,3.0,0.0,3.0,CORPORATION,AP,1.0,22000.0,7
11997,BHK2,Banashankari,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1100,4.0,2.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,11000.0,0
11998,BHK2,"Seetharampalya,Hoodi",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1166,10.0,2.0,E,4.0,4.0,4.0,CORP_BORE,AP,2.0,25000.0,14
11999,BHK3,Basaveswarnagar,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1321,5.0,3.0,N,3.0,2.0,4.0,CORP_BORE,AP,2.0,22000.0,10
12000,BHK2,Koramangala 3 Block,ANYONE,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1000,3.0,2.0,N,2.0,3.0,3.0,CORP_BORE,IF,1.0,42000.0,6
12001,BHK2,Krishnarajapura,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1150,3.0,2.0,N,2.0,0.0,4.0,CORP_BORE,AP,3.0,19000.0,9
12002,BHK2,C V Raman Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,1000,0.0,3.0,N,2.0,1.0,2.0,CORP_BORE,IH,0.0,18000.0,2
12003,BHK2,RPC Layout,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,650,7.0,2.0,E,0.0,1.0,2.0,CORP_BORE,IF,0.0,15000.0,1
12004,BHK2,Mahadevapura,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,850,5.0,2.0,E,2.0,0.0,1.0,CORPORATION,IF,0.0,14000.0,0
12005,BHK3,Bellandur,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1265,10.0,3.0,E,3.0,2.0,3.0,BOREWELL,AP,2.0,30000.0,11
12006,BHK3,Viveka Nagar,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,1400,10.0,2.0,SE,2.0,0.0,1.0,CORP_BORE,IF,1.0,17000.0,3
12007,BHK3,Bellandur Amanikere,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1863,1.0,2.0,E,2.0,2.0,8.0,CORP_BORE,AP,2.0,35000.0,10
12008,BHK3,Krishnarajapura,ANYONE,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1400,1.0,3.0,NW,3.0,8.0,9.0,BOREWELL,AP,1.0,24000.0,9
12009,BHK3,Vijaya Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1100,7.0,2.0,E,2.0,2.0,4.0,CORPORATION,AP,0.0,20000.0,3
12010,BHK2,Jayanagar,FAMILY,0,1,0,1,FULLY_FURNISHED,BOTH,1200,1.0,2.0,E,2.0,1.0,4.0,CORPORATION,IF,1.0,35000.0,8
12011,BHK2,LB Shastri Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,850,6.0,2.0,S,2.0,2.0,2.0,CORP_BORE,IF,1.0,15000.0,1
12012,BHK3,Bhuvaneshwari Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1600,6.0,3.0,N,3.0,0.0,0.0,BOREWELL,IH,0.0,18000.0,1
12013,RK1,Richmond Town,BACHELOR,0,1,0,1,FULLY_FURNISHED,TWO_WHEELER,180,5.0,1.0,N,1.0,5.0,5.0,BOREWELL,AP,1.0,9000.0,7
12014,BHK2,Basaveshwar Nagar,ANYONE,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,550,20.0,1.0,N,0.0,0.0,2.0,CORPORATION,IF,1.0,8500.0,4
12015,BHK2,Vijaya Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,900,15.0,2.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,17000.0,0
12016,BHK1,Kaggadasapura,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,750,2.0,1.0,N,1.0,3.0,3.0,CORP_BORE,IF,0.0,11000.0,4
12017,BHK2,Indiranagar,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,1200,10.0,2.0,W,0.0,0.0,1.0,CORPORATION,IF,0.0,24000.0,0
12018,BHK3,Bennigana Halli,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1700,15.0,2.0,W,2.0,1.0,2.0,CORP_BORE,IF,1.0,25000.0,2
12019,BHK2,Doddakannelli,FAMILY,1,0,1,0,SEMI_FURNISHED,FOUR_WHEELER,800,3.0,2.0,N,2.0,3.0,4.0,CORP_BORE,AP,2.0,20000.0,9
12020,BHK2,Kempegowda Nagar,FAMILY,1,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,5.0,2.0,E,2.0,1.0,1.0,CORP_BORE,IF,1.0,9000.0,2
12021,BHK2,Uttarahalli Hobli,FAMILY,0,1,0,1,FULLY_FURNISHED,BOTH,1160,10.0,2.0,S,2.0,2.0,3.0,CORP_BORE,AP,2.0,15000.0,8
12022,BHK2,Munnekollal,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1000,0.0,2.0,N,3.0,3.0,4.0,CORP_BORE,AP,1.0,17000.0,5
12023,BHK2,Kumaraswamy Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,4.0,2.0,N,2.0,1.0,1.0,CORPORATION,IF,0.0,9500.0,4
12024,BHK1,GM Palya,ANYONE,0,1,0,1,SEMI_FURNISHED,NONE,800,6.0,1.0,E,2.0,4.0,7.0,CORP_BORE,AP,2.0,13500.0,2
12025,BHK2,Jeevan Bima Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,10.0,2.0,N,1.0,1.0,2.0,CORPORATION,IF,2.0,14000.0,3
12026,BHK1,Vignana Nagar,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,750,3.0,1.0,E,1.0,0.0,2.0,CORP_BORE,IF,0.0,8000.0,2
12027,BHK2,"Kundalahalli,Whitefield",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,800,0.0,1.0,N,2.0,15.0,16.0,CORP_BORE,AP,0.0,25000.0,6
12028,BHK1,Koramangala,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,450,3.0,1.0,N,1.0,1.0,4.0,CORP_BORE,AP,0.0,14000.0,2
12029,BHK3,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1870,5.0,3.0,E,3.0,6.0,10.0,CORPORATION,AP,2.0,30000.0,16
12030,BHK1,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,900,25.0,1.0,S,2.0,0.0,2.0,CORPORATION,IF,0.0,13000.0,6
12031,BHK1,Jayanagara,FAMILY,1,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,1.0,1.0,N,1.0,1.0,3.0,CORP_BORE,IF,1.0,15500.0,2
12032,BHK2,Ejipura,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,900,5.0,2.0,S,3.0,1.0,5.0,CORP_BORE,AP,0.0,18000.0,4
12033,BHK2,JP Nagar,ANYONE,0,0,0,1,NOT_FURNISHED,NONE,425,5.0,1.0,E,0.0,1.0,3.0,CORP_BORE,IF,0.0,10000.0,1
12034,BHK1,Kathriguppe,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,15.0,1.0,E,1.0,2.0,3.0,CORP_BORE,IF,0.0,8500.0,1
12035,BHK2,Kumaraswamy Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,1.0,1.0,E,0.0,0.0,3.0,CORPORATION,IH,2.0,11000.0,3
12036,BHK2,Uttarahalli Hobli,ANYONE,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,850,10.0,1.0,E,2.0,0.0,0.0,CORP_BORE,IH,0.0,11000.0,4
12037,BHK2,AECS Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1100,5.0,2.0,E,2.0,1.0,3.0,CORP_BORE,IF,0.0,19000.0,3
12038,BHK1,Immadihalli,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,350,0.0,1.0,E,1.0,4.0,4.0,CORP_BORE,IF,1.0,8600.0,5
12039,BHK2,Uttarahalli Hobli,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1200,8.0,2.0,E,2.0,1.0,4.0,CORP_BORE,AP,1.0,13000.0,2
12040,BHK1,Rajaji Nagar,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,450,2.0,1.0,NE,1.0,3.0,3.0,CORP_BORE,IF,0.0,11000.0,3
12041,BHK2,ISRO Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,10.0,2.0,E,2.0,2.0,2.0,CORPORATION,IH,1.0,15000.0,1
12042,BHK1,JP Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,10.0,1.0,N,2.0,1.0,2.0,CORPORATION,IF,1.0,9000.0,1
12043,BHK2,Whitefield,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1200,5.0,3.0,N,8.0,1.0,1.0,CORP_BORE,IH,2.0,18500.0,2
12044,BHK1,Jayanagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,420,0.0,1.0,E,1.0,4.0,4.0,CORP_BORE,IF,1.0,10000.0,1
12045,BHK2,RR Nagar,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1000,3.0,2.0,E,2.0,2.0,6.0,CORP_BORE,AP,2.0,13000.0,12
12046,BHK1,Adugodi,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,3.0,1.0,E,10.0,3.0,4.0,CORP_BORE,AP,0.0,11000.0,1
12047,BHK2,Basaveshwar Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,625,20.0,1.0,N,2.0,2.0,2.0,CORPORATION,IH,1.0,12000.0,3
12048,BHK1,BTM Layout 1,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,15.0,1.0,W,2.0,1.0,3.0,CORPORATION,IF,1.0,11000.0,3
12049,BHK2,Marathahalli,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1200,0.0,2.0,W,2.0,4.0,5.0,CORP_BORE,AP,2.0,24000.0,5
12050,BHK1,Doddanekundi,ANYONE,0,0,0,0,NOT_FURNISHED,NONE,800,5.0,1.0,E,0.0,2.0,2.0,CORPORATION,IF,1.0,8500.0,3
12051,BHK3,HSR Layout,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1748,1.0,3.0,NE,4.0,4.0,4.0,CORP_BORE,AP,2.0,42000.0,7
12052,BHK2,Koramangala,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,625,10.0,1.0,N,2.0,1.0,3.0,CORPORATION,IF,1.0,14000.0,5
12053,BHK1,Nagarbhavi,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,700,6.0,2.0,N,1.0,0.0,2.0,CORPORATION,IF,1.0,9000.0,1
12054,RK1,Koramangala 4th Block,ANYONE,0,0,0,0,FULLY_FURNISHED,TWO_WHEELER,400,0.0,1.0,N,2.0,3.0,3.0,CORP_BORE,IF,1.0,11000.0,0
12055,BHK3,Sorahunase,ANYONE,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1495,1.0,3.0,E,2.0,4.0,4.0,BOREWELL,AP,1.0,22000.0,13
12056,BHK1,Chinnapanna Halli,BACHELOR,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,3.0,1.0,E,1.0,1.0,3.0,CORP_BORE,IF,1.0,9600.0,1
12057,BHK2,Chikkalasandra,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,1.0,1.0,N,2.0,1.0,2.0,CORP_BORE,IF,1.0,9300.0,3
12058,BHK2,Varthur,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,700,2.0,2.0,E,2.0,1.0,1.0,CORP_BORE,IF,0.0,13000.0,2
12059,BHK1,"BEML Layout,Brookefield",ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,600,10.0,1.0,S,1.0,0.0,4.0,BOREWELL,AP,1.0,16000.0,7
12060,BHK1,RR Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,700,0.0,1.0,N,1.0,3.0,4.0,CORP_BORE,IF,1.0,10500.0,6
12061,BHK3,Cox Town,BACHELOR,0,1,0,0,NOT_FURNISHED,BOTH,1400,7.0,3.0,E,0.0,1.0,4.0,CORPORATION,AP,1.0,33000.0,7
12062,BHK1,Ejipura,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,900,5.0,2.0,N,1.0,2.0,2.0,CORP_BORE,IF,1.0,12000.0,1
12063,BHK1,Basavanagudi,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,550,10.0,1.0,W,0.0,0.0,2.0,CORPORATION,IF,0.0,9000.0,1
12064,BHK2,JP Nagar Phase 6,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,600,10.0,1.0,E,0.0,1.0,1.0,CORPORATION,IF,0.0,11000.0,4
12065,BHK2,Nagarbhavi,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,N,0.0,2.0,2.0,CORPORATION,IF,1.0,13000.0,2
12066,RK1,"Sector 6, HSR Layout",ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,400,1.0,1.0,S,1.0,0.0,3.0,CORP_BORE,IF,0.0,12500.0,4
12067,BHK3,JP Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1800,15.0,3.0,NE,7.0,0.0,1.0,CORPORATION,IH,1.0,35000.0,2
12068,BHK2,"Green Glen Layout,Bellandur",FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1300,8.0,2.0,N,4.0,1.0,4.0,BOREWELL,AP,3.0,28000.0,5
12069,BHK3,Banashankari 3rd Stage,COMPANY,0,0,0,1,SEMI_FURNISHED,BOTH,1700,15.0,3.0,E,5.0,1.0,3.0,CORPORATION,IF,1.0,28000.0,3
12070,BHK2,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,3.0,E,3.0,0.0,1.0,CORP_BORE,IH,2.0,16800.0,0
12071,BHK1,JP Nagar,FAMILY,0,0,0,0,FULLY_FURNISHED,TWO_WHEELER,450,3.0,1.0,E,1.0,0.0,0.0,CORP_BORE,IF,1.0,10000.0,2
12072,BHK1,BTM Layout,FAMILY,0,0,0,0,SEMI_FURNISHED,NONE,1500,15.0,1.0,W,2.0,1.0,2.0,CORPORATION,IF,1.0,15500.0,3
12073,BHK2,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1250,0.0,2.0,E,2.0,9.0,17.0,CORPORATION,AP,1.0,30000.0,15
12074,BHK2,Chikkalasandra,FAMILY,1,0,0,0,SEMI_FURNISHED,TWO_WHEELER,750,1.0,2.0,N,1.0,1.0,3.0,CORP_BORE,IF,1.0,10000.0,2
12075,BHK1,"Hosakerehalli Layout, Banashankari Stage I, Banashankari, Bengaluru, Karnataka, India",FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,600,10.0,1.0,E,0.0,0.0,1.0,CORPORATION,IH,0.0,8500.0,1
12076,BHK2,BTM 2nd Stage,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,10.0,2.0,E,2.0,0.0,2.0,CORP_BORE,IF,0.0,16000.0,4
12077,BHK1,Doddanekkundi,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,450,0.0,1.0,N,0.0,0.0,3.0,CORPORATION,IH,0.0,10000.0,0
12078,BHK3,Panathur,ANYONE,1,1,0,1,FULLY_FURNISHED,BOTH,1315,4.0,2.0,E,8.0,3.0,4.0,BOREWELL,AP,2.0,28000.0,9
12079,BHK2,"Pattandur Agrahara,Whitefield",ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1280,1.0,2.0,N,4.0,6.0,7.0,BOREWELL,AP,2.0,27000.0,17
12080,BHK2,Kumaraswamy Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,25.0,1.0,N,2.0,1.0,1.0,CORPORATION,IF,2.0,14000.0,3
12081,BHK2,Annapurneshwari Nagar,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,950,5.0,2.0,E,2.0,4.0,4.0,CORP_BORE,IF,1.0,8000.0,4
12082,BHK2,Cox Town,ANYONE,0,1,0,1,FULLY_FURNISHED,BOTH,1291,5.0,2.0,W,4.0,2.0,4.0,CORP_BORE,AP,1.0,30000.0,10
12083,BHK2,CV Raman Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1250,8.0,2.0,E,2.0,2.0,3.0,CORP_BORE,AP,2.0,19000.0,8
12084,BHK3,Srirampura,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1200,4.0,3.0,S,3.0,3.0,3.0,CORP_BORE,AP,0.0,25000.0,4
12085,BHK2,"Ambedkar Nagar,Whitefield",ANYONE,1,0,1,1,SEMI_FURNISHED,BOTH,1400,1.0,2.0,NE,3.0,3.0,11.0,CORP_BORE,AP,3.0,30000.0,14
12086,BHK2,kormangala,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,12.0,2.0,NE,1.0,1.0,3.0,CORPORATION,IF,1.0,35000.0,6
12087,BHK2,"Kumara Park East, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,1400,20.0,2.0,W,4.0,2.0,2.0,CORPORATION,IF,3.0,35000.0,3
