type,latitude,longitude,lease_type,gym,lift,swimming_pool,furnishing,parking,property_size,bathroom,facing,cup_board,floor,total_floor,water_supply,balconies,true_count,predicted_rent
2.0,12.99739223,77.58261767,COMPANY,0,0,0,1.0,TWO_WHEELER,850,2,W,2,3,4,BOREWELL,1,4,19520.825
3.0,12.95457542,77.62242983,FAMILY,0,1,0,1.0,BOTH,1800,2,E,2,4,4,CORP_BORE,1,7,36383.333333333336
1.0,12.9175276,77.63206208,FAMILY,0,0,0,1.0,TWO_WHEELER,550,1,S,1,1,4,CORP_BORE,1,0,13309.166666666666
2.0,12.92975538,77.57254171,ANYONE,0,0,0,1.0,BOTH,1200,2,W,2,0,0,CORP_BORE,0,0,24712.5
2.0,12.975892,77.63383536,FAMILY,0,0,0,1.0,NONE,1000,1,W,2,1,1,CORPORATION,0,1,18233.333333333332
1.0,12.9343023,77.56596815,ANYONE,0,0,0,1.0,FOUR_WHEELER,400,1,W,1,1,2,CORP_BORE,1,2,9789.583333333334
3.0,12.9665694,77.76519,FAMILY,1,1,1,1.0,BOTH,1230,2,E,2,1,4,CORP_BORE,2,12,18197.5
2.0,12.92535542,77.5940063,FAMILY,0,0,0,1.0,BOTH,1150,2,E,2,2,2,CORP_BORE,2,3,22995.833333333332
1.0,12.95354976,77.69399078,ANYONE,0,0,0,0.0,TWO_WHEELER,600,1,N,0,1,5,CORP_BORE,0,5,11550.0
2.0,12.99878744,77.57435996,FAMILY,0,0,0,0.0,TWO_WHEELER,600,1,N,0,2,3,CORPORATION,1,0,11641.666666666666
1.0,12.9181702,77.6021057,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,N,1,2,3,CORP_BORE,1,2,10800.0
2.0,12.9718915,77.6411545,FAMILY,0,0,0,1.0,BOTH,1000,2,N,2,0,2,CORP_BORE,0,2,22495.833333333332
2.0,12.93132356,77.51246751,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,E,2,0,2,CORPORATION,0,1,12254.166666666666
3.0,12.92145554,77.52026751,FAMILY,0,0,0,1.0,BOTH,1800,3,N,3,2,2,CORP_BORE,1,3,23400.0
3.0,12.96560593,77.58991303,FAMILY,0,0,0,2.0,BOTH,1800,1,E,4,0,0,CORPORATION,1,4,31975.0
2.0,12.9710156,77.70254006,ANYONE,0,1,0,1.0,BOTH,1000,2,E,2,1,4,CORP_BORE,2,8,18245.833333333332
3.0,12.93162068,77.70405805,FAMILY,1,1,0,1.0,BOTH,1300,2,W,3,3,4,CORPORATION,2,6,26395.833333333332
3.0,12.91444129,77.70178736,FAMILY,1,1,1,1.0,BOTH,1235,3,W,3,4,4,BOREWELL,3,8,23679.158333333333
2.0,12.906819,77.57616447,FAMILY,0,1,0,1.0,BOTH,1300,2,N,2,3,3,CORP_BORE,0,5,21393.333333333332
3.0,12.99207534,77.56009597,FAMILY,0,0,0,1.0,BOTH,1250,3,N,2,3,4,CORP_BORE,2,2,25854.166666666668
3.0,12.96299178,77.7089289,ANYONE,0,1,0,1.0,BOTH,1870,3,E,4,2,5,CORP_BORE,3,3,29125.0
2.0,12.96223493,77.50735344,FAMILY,0,1,0,1.0,BOTH,900,2,E,2,1,4,CORP_BORE,1,6,13833.333333333334
2.0,12.93622416,77.61866102,FAMILY,0,0,0,1.0,BOTH,2000,2,S,2,0,0,CORPORATION,0,3,26922.916666666668
3.0,12.95665356,77.74013568,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,3,E,3,0,3,CORPORATION,1,1,18383.333333333332
2.0,12.9980725,77.7213058,FAMILY,1,1,0,1.0,BOTH,1200,2,E,3,2,3,BOREWELL,2,10,17420.833333333332
2.0,12.9964978,77.5632834,FAMILY,0,0,0,1.0,NONE,800,2,N,2,1,1,CORPORATION,1,1,14579.166666666666
1.0,12.91882294,77.6352042,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,1,3,CORPORATION,1,1,12645.416666666666
1.0,12.992311,77.65302483,ANYONE,0,0,0,0.0,TWO_WHEELER,300,1,N,0,0,1,CORPORATION,0,4,9124.166666666666
3.0,12.962591,77.747797,FAMILY,1,1,1,1.0,BOTH,1720,3,E,3,1,17,BOREWELL,2,13,38341.666666666664
3.0,12.9420582,77.7406834,ANYONE,1,1,1,1.0,BOTH,2400,3,E,2,1,4,BOREWELL,2,16,34454.166666666664
2.0,12.91309965,77.66522291,FAMILY,0,1,0,1.0,FOUR_WHEELER,960,2,E,2,0,4,CORP_BORE,3,5,21504.166666666668
1.0,12.94808868,77.70839942,ANYONE,0,0,0,1.0,TWO_WHEELER,450,1,N,1,2,2,BOREWELL,1,1,10160.833333333334
2.0,12.98416145,77.54923705,ANYONE,0,0,0,1.0,NONE,600,1,N,2,1,5,CORPORATION,0,1,12170.833333333334
2.0,12.97065436,77.76790675,FAMILY,0,0,0,1.0,BOTH,1200,2,E,2,1,3,BOREWELL,1,2,12687.5
3.0,12.9328562,77.6846373,FAMILY,1,1,1,1.0,FOUR_WHEELER,1670,3,W,2,4,9,CORP_BORE,3,12,35325.0
2.0,12.91561811,77.5909675,ANYONE,0,0,0,1.0,BOTH,800,1,E,2,0,0,CORPORATION,0,1,16943.75
2.0,12.90952202,77.55018116,FAMILY,0,0,0,1.0,BOTH,1000,1,E,2,0,2,CORPORATION,0,2,14066.666666666666
2.0,12.97219469,77.70074734,ANYONE,0,0,0,1.0,BOTH,1200,2,N,0,1,3,CORPORATION,1,0,17920.833333333332
3.0,12.97666584,77.67449048,FAMILY,0,1,0,1.0,BOTH,1450,2,N,2,1,3,CORP_BORE,1,7,20910.0
2.0,12.97847864,77.67392506,ANYONE,0,1,0,1.0,BOTH,1090,2,E,2,2,3,CORP_BORE,2,6,17875.0
3.0,12.91742229,77.71747589,FAMILY,1,1,1,1.0,BOTH,1587,3,E,3,3,4,BOREWELL,1,15,24046.666666666668
3.0,12.9588122,77.65934878,FAMILY,0,0,0,2.0,BOTH,1800,3,E,3,1,2,CORP_BORE,1,3,34116.666666666664
2.0,12.9421166,77.5753609,FAMILY,0,0,0,1.0,NONE,850,1,N,0,0,0,CORPORATION,0,5,16455.0
1.0,12.91242869,77.65205134,ANYONE,0,1,0,1.0,TWO_WHEELER,500,1,E,2,2,5,CORP_BORE,0,2,14479.166666666666
3.0,12.94160349,77.75027586,FAMILY,1,1,0,1.0,BOTH,1280,2,E,3,2,4,BOREWELL,4,18,19766.666666666668
2.0,12.913105,77.6650722,ANYONE,0,1,0,2.0,BOTH,1400,2,E,7,3,4,BOREWELL,2,9,30258.333333333332
3.0,12.97750412,77.674568,FAMILY,0,1,0,1.0,BOTH,1240,2,N,3,2,3,CORP_BORE,2,7,20537.5
1.0,12.90703696,77.62301017,FAMILY,0,0,0,0.0,TWO_WHEELER,400,1,E,0,1,2,CORP_BORE,0,3,9100.0
2.0,12.96698833,77.76060187,FAMILY,0,0,0,0.0,TWO_WHEELER,800,1,E,0,0,1,CORPORATION,0,1,11044.166666666666
2.0,12.9588635,77.6530188,FAMILY,0,1,0,1.0,TWO_WHEELER,1200,2,N,2,1,5,BOREWELL,1,7,25400.833333333332
3.0,12.94905112,77.62722647,FAMILY,0,0,0,1.0,TWO_WHEELER,1600,3,N,3,2,3,CORPORATION,0,2,35075.0
3.0,12.97852473,77.76984575,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,E,3,1,3,BOREWELL,1,0,12958.333333333334
2.0,12.92274479,77.54905186,FAMILY,0,0,0,1.0,TWO_WHEELER,650,2,W,2,1,2,CORP_BORE,0,3,11233.75
2.0,12.92439265,77.61512112,ANYONE,0,0,0,1.0,TWO_WHEELER,600,2,E,2,0,2,CORP_BORE,0,2,15790.0
2.0,12.92277831,77.56015595,ANYONE,0,0,0,1.0,BOTH,1600,3,NE,3,0,2,CORPORATION,0,2,20908.333333333332
2.0,12.9408293,77.6290941,ANYONE,0,0,0,1.0,TWO_WHEELER,800,2,NE,1,0,4,CORP_BORE,1,6,16645.833333333332
0.0,12.92647225,77.56433552,BACHELOR,0,0,0,1.0,TWO_WHEELER,200,1,E,1,3,3,CORP_BORE,0,3,11934.15
2.0,12.97724329,77.66418969,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,1,W,2,0,2,BOREWELL,0,2,14025.0
1.0,12.9385333,77.6308174,ANYONE,0,0,0,1.0,FOUR_WHEELER,750,1,E,4,1,2,CORP_BORE,1,2,14479.166666666666
1.0,12.98209087,77.5619867,ANYONE,0,1,0,1.0,TWO_WHEELER,400,1,E,1,3,4,CORP_BORE,1,3,12037.5
3.0,12.9233378,77.5234848,ANYONE,0,0,0,1.0,BOTH,1500,2,E,3,0,0,CORP_BORE,2,3,18558.333333333332
2.0,12.98434641,77.74473169,FAMILY,0,0,0,1.0,BOTH,1250,2,E,2,3,3,BOREWELL,2,18,22604.166666666668
2.0,12.99296599,77.57673972,FAMILY,0,1,0,1.0,BOTH,1150,2,N,3,3,3,CORP_BORE,2,7,24720.833333333332
3.0,12.9604027,77.5347801,ANYONE,1,1,1,1.0,BOTH,1560,3,E,4,3,4,CORP_BORE,3,7,22116.666666666668
1.0,12.92626575,77.61427467,FAMILY,0,0,0,1.0,TWO_WHEELER,500,2,W,1,1,1,CORPORATION,1,2,11673.333333333334
2.0,12.93161447,77.69770094,FAMILY,0,1,0,1.0,BOTH,1150,2,W,0,3,5,BOREWELL,2,10,22850.0
2.0,12.96426964,77.75714111,ANYONE,1,1,0,2.0,BOTH,1200,2,S,4,4,4,BOREWELL,2,4,20200.0
2.0,12.96512276,77.70954569,ANYONE,1,1,0,1.0,BOTH,1050,2,N,4,1,3,CORP_BORE,1,11,21495.833333333332
3.0,12.99459067,77.62636732,FAMILY,0,0,0,1.0,BOTH,1500,3,E,3,2,3,CORPORATION,0,1,32195.833333333332
1.0,12.9808135,77.64568459,ANYONE,0,0,0,1.0,NONE,700,1,E,1,2,2,CORPORATION,0,1,13220.0
0.0,12.91373151,77.63748497,ANYONE,0,0,0,2.0,TWO_WHEELER,250,1,W,1,1,2,CORPORATION,1,4,13900.0
2.0,12.91055933,77.60632288,FAMILY,0,0,0,1.0,BOTH,900,2,NE,2,0,2,CORPORATION,1,2,19595.833333333332
2.0,12.93951702,77.73066711,ANYONE,0,1,0,1.0,BOTH,1210,2,E,2,12,13,CORP_BORE,1,9,24145.833333333332
3.0,12.90223679,77.61011425,FAMILY,1,1,1,1.0,BOTH,1345,2,E,3,1,4,CORP_BORE,1,13,25424.166666666668
2.0,12.965153,77.718433,FAMILY,0,0,0,1.0,BOTH,1000,1,E,2,0,4,CORP_BORE,0,1,18205.833333333332
1.0,12.96677108,77.68848427,ANYONE,0,0,0,1.0,FOUR_WHEELER,550,1,S,1,3,3,CORPORATION,1,1,10698.333333333334
1.0,12.90710357,77.63295702,FAMILY,0,0,0,1.0,TWO_WHEELER,500,1,E,1,0,1,CORP_BORE,0,1,9845.833333333334
2.0,12.91529975,77.66756626,ANYONE,0,1,0,1.0,BOTH,1100,2,E,2,0,4,BOREWELL,2,2,19821.666666666668
3.0,12.91428478,77.64639031,FAMILY,0,0,0,1.0,FOUR_WHEELER,2700,3,N,6,0,0,CORPORATION,1,2,36425.833333333336
2.0,12.989152,77.7138297,ANYONE,1,1,1,1.0,BOTH,1258,2,N,2,3,4,CORP_BORE,1,8,22629.166666666668
2.0,12.9377247,77.61146234,ANYONE,1,1,0,1.0,BOTH,1270,2,N,3,2,4,CORP_BORE,2,5,27941.666666666668
2.0,12.96080782,77.7035853,ANYONE,0,1,0,1.0,BOTH,1030,2,N,1,3,4,CORP_BORE,1,6,19915.0
2.0,12.9399457,77.73772897,ANYONE,1,1,1,2.0,BOTH,1230,2,E,2,3,4,BOREWELL,1,11,22229.166666666668
2.0,12.96336014,77.50640283,FAMILY,0,0,0,1.0,BOTH,1200,2,N,2,0,4,CORP_BORE,0,3,14813.75
2.0,12.91448443,77.52045757,FAMILY,0,0,0,1.0,BOTH,1000,2,E,2,0,2,CORP_BORE,0,2,13464.166666666666
1.0,12.95286371,77.65580714,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,S,1,2,2,CORP_BORE,1,3,12195.833333333334
2.0,12.90563744,77.64997366,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,N,2,2,3,CORP_BORE,2,1,19616.666666666668
3.0,12.92944977,77.56405213,FAMILY,0,0,0,1.0,BOTH,1750,2,S,3,0,1,CORP_BORE,1,4,26225.0
1.0,12.99277903,77.71370069,FAMILY,0,0,0,1.0,FOUR_WHEELER,600,1,E,1,2,4,CORPORATION,0,2,11838.333333333334
3.0,12.96822348,77.64214263,ANYONE,0,0,0,2.0,NONE,1350,3,W,8,2,2,CORPORATION,0,6,31933.333333333332
3.0,12.92344077,77.55349937,FAMILY,0,0,0,1.0,BOTH,1000,2,E,3,1,3,CORP_BORE,1,0,16625.0
2.0,12.91613671,77.61593416,BACHELOR,0,0,0,1.0,BOTH,1200,1,E,2,2,4,CORPORATION,0,2,18583.333333333332
1.0,12.97449805,77.57520633,FAMILY,0,0,0,1.0,TWO_WHEELER,900,1,N,1,3,3,CORP_BORE,1,1,14733.333333333334
2.0,12.90787651,77.59243908,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,3,E,2,1,2,CORP_BORE,0,3,17395.833333333332
3.0,12.92070589,77.54946968,FAMILY,0,1,0,1.0,BOTH,1750,2,W,3,1,3,CORP_BORE,2,9,22626.666666666668
2.0,12.9344948,77.5345164,ANYONE,0,0,0,1.0,BOTH,800,2,N,2,3,3,CORP_BORE,1,7,12670.833333333334
2.0,12.93913097,77.55974853,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,E,1,1,2,CORP_BORE,0,1,12877.083333333334
3.0,12.968408,77.733105,FAMILY,1,1,1,1.0,BOTH,1850,3,E,3,1,11,CORP_BORE,4,8,31320.833333333332
3.0,12.9310266,77.7047824,ANYONE,1,1,0,1.0,BOTH,1575,2,W,5,3,4,CORP_BORE,2,12,26269.166666666668
3.0,12.9018171,77.595018,ANYONE,0,0,0,1.0,BOTH,1200,3,E,3,2,2,CORP_BORE,0,2,23148.333333333332
2.0,12.92338616,77.6374733,FAMILY,1,1,0,2.0,BOTH,1142,2,W,4,2,4,CORP_BORE,3,8,28027.083333333332
3.0,12.91198146,77.63555252,ANYONE,0,0,0,1.0,BOTH,1100,2,N,3,0,0,CORP_BORE,0,2,23965.0
2.0,12.9604302,77.50339074,FAMILY,0,0,0,1.0,BOTH,950,1,E,2,2,2,CORP_BORE,2,8,12704.583333333334
1.0,12.96978915,77.7536485,BACHELOR,0,0,0,1.0,BOTH,400,1,E,1,4,4,CORP_BORE,1,2,9850.0
1.0,12.99511125,77.69623547,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,E,1,3,3,CORP_BORE,0,1,9632.916666666666
1.0,12.9169364,77.54665816,ANYONE,0,0,0,2.0,BOTH,600,1,E,4,0,2,CORP_BORE,0,3,9602.5
2.0,12.9229225,77.6739098,FAMILY,0,1,0,1.0,BOTH,1200,2,W,3,1,3,BOREWELL,3,5,22857.5
2.0,12.9027575,77.675242,ANYONE,1,1,1,1.0,BOTH,1350,2,S,4,5,9,CORPORATION,2,14,26419.166666666668
2.0,12.9118798,77.64453603,FAMILY,0,0,0,1.0,BOTH,1000,2,NE,3,1,2,CORPORATION,2,6,24691.666666666668
2.0,12.92146357,77.67669998,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,SE,2,1,2,CORPORATION,1,1,16431.666666666668
2.0,12.96720226,77.76442228,ANYONE,0,0,0,1.0,TWO_WHEELER,1000,2,E,2,1,2,CORPORATION,1,1,11885.416666666666
3.0,12.9828577,77.76425171,FAMILY,0,1,0,1.0,BOTH,1370,3,W,3,3,5,CORP_BORE,2,6,21316.666666666668
2.0,12.9433374,77.538081,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,W,2,2,4,CORP_BORE,0,2,12727.083333333334
2.0,12.98077404,77.6776419,FAMILY,0,1,0,1.0,BOTH,1080,2,E,2,1,5,CORP_BORE,1,11,17712.491666666665
1.0,12.9605067,77.6017728,ANYONE,0,0,0,1.0,NONE,700,1,S,2,2,2,CORPORATION,1,4,12787.45
2.0,12.9945384,77.6723441,ANYONE,0,1,0,1.0,BOTH,900,2,NE,12,2,5,CORP_BORE,1,7,16443.75
2.0,12.9265955,77.7373518,ANYONE,1,1,1,1.0,BOTH,1100,2,E,9,11,14,CORP_BORE,2,12,20028.333333333332
2.0,12.9423333,77.74091311,FAMILY,1,1,0,1.0,BOTH,1120,2,W,3,1,4,BOREWELL,1,12,16254.166666666666
1.0,12.96311892,77.64194119,BACHELOR,0,0,0,0.0,TWO_WHEELER,600,1,N,0,1,1,CORPORATION,0,0,12096.666666666666
2.0,12.94912447,77.70083297,FAMILY,1,1,0,1.0,BOTH,1185,2,E,2,2,4,CORP_BORE,2,12,23437.5
4.0,12.95839913,77.52858033,FAMILY,0,0,0,1.0,BOTH,1500,2,N,5,0,1,CORP_BORE,0,3,22333.333333333332
1.0,12.95243098,77.69298639,ANYONE,0,0,0,1.0,TWO_WHEELER,450,1,E,1,0,2,CORPORATION,1,3,10387.5
1.0,12.92891395,77.63381209,FAMILY,0,0,0,1.0,NONE,600,1,E,1,1,2,CORPORATION,1,1,13850.0
2.0,12.96860859,77.5335518,FAMILY,0,0,0,1.0,TWO_WHEELER,900,2,E,2,2,2,CORPORATION,0,1,14236.666666666666
2.0,12.97055604,77.54199899,ANYONE,0,0,0,1.0,TWO_WHEELER,1000,2,E,2,0,1,CORP_BORE,0,3,15154.166666666666
2.0,12.9886605,77.69866528,FAMILY,0,0,0,1.0,BOTH,1236,2,E,2,2,3,CORP_BORE,1,8,21337.5
2.0,12.93244429,77.54837222,FAMILY,0,0,0,1.0,TWO_WHEELER,800,1,S,2,2,3,CORPORATION,1,0,12154.166666666666
2.0,12.9171994,77.60873749,ANYONE,0,0,0,1.0,FOUR_WHEELER,800,1,N,2,0,1,CORPORATION,0,1,15752.083333333334
1.0,12.91268807,77.63705649,FAMILY,0,0,0,1.0,NONE,500,1,E,1,2,2,CORP_BORE,1,1,14421.666666666666
2.0,12.91259755,77.64011049,ANYONE,0,0,0,2.0,FOUR_WHEELER,940,2,E,2,3,3,CORP_BORE,0,6,28717.5
3.0,12.9695727,77.7405222,ANYONE,0,0,0,1.0,BOTH,1500,2,E,0,0,3,CORP_BORE,2,10,23439.583333333332
2.0,12.94213442,77.62268029,ANYONE,0,0,0,1.0,NONE,600,1,N,2,2,3,CORPORATION,1,3,13866.666666666666
3.0,12.94226965,77.7013089,FAMILY,1,1,1,1.0,BOTH,1439,2,W,3,7,8,BOREWELL,2,10,31559.966666666667
1.0,12.91251217,77.55770339,FAMILY,0,0,0,1.0,TWO_WHEELER,650,1,S,1,0,2,CORP_BORE,0,1,10148.333333333334
3.0,12.99062164,77.71641598,FAMILY,1,1,1,1.0,BOTH,1500,3,W,3,0,3,CORP_BORE,2,9,26504.166666666668
2.0,12.96597666,77.71789101,ANYONE,0,1,0,2.0,FOUR_WHEELER,1100,2,SE,2,1,4,CORP_BORE,2,4,24104.166666666668
1.0,12.97451635,77.69324821,ANYONE,0,0,0,1.0,FOUR_WHEELER,600,1,E,1,0,4,CORP_BORE,0,3,12566.666666666666
3.0,12.9801606,77.7337254,ANYONE,1,1,1,2.0,BOTH,1460,3,E,3,6,7,CORPORATION,2,15,34372.916666666664
2.0,12.97690035,77.67491973,FAMILY,0,0,0,1.0,FOUR_WHEELER,1440,2,E,4,0,1,CORPORATION,0,3,18654.166666666668
3.0,12.93810854,77.74696068,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,3,E,3,0,1,CORPORATION,2,4,15666.666666666666
2.0,12.9001535,77.5899702,ANYONE,1,1,0,1.0,BOTH,1200,2,N,2,3,3,CORP_BORE,2,11,19410.833333333332
2.0,12.9607265,77.53762898,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,E,2,2,3,CORP_BORE,1,3,13618.333333333334
2.0,12.91767785,77.60311423,ANYONE,0,0,0,0.0,BOTH,550,1,S,0,0,3,CORP_BORE,0,1,13256.666666666666
2.0,12.94518585,77.68009308,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,E,2,3,3,CORP_BORE,1,4,13799.166666666666
2.0,12.9537884,77.72023516,ANYONE,1,1,0,1.0,BOTH,1290,2,E,2,4,4,BOREWELL,2,5,21585.766666666666
2.0,12.93699112,77.7498525,ANYONE,0,0,0,1.0,BOTH,800,2,W,2,2,4,BOREWELL,2,1,14064.166666666666
3.0,12.9242414,77.6692713,FAMILY,0,1,1,1.0,BOTH,1600,3,E,3,1,8,CORP_BORE,2,11,33583.333333333336
2.0,12.97713236,77.62657218,FAMILY,0,0,0,1.0,BOTH,800,2,W,2,1,3,CORP_BORE,3,3,19587.5
2.0,12.9670596,77.68194,ANYONE,1,1,1,1.0,BOTH,1165,2,S,20,1,4,BOREWELL,2,13,22922.916666666668
3.0,12.90438142,77.67560555,ANYONE,0,1,0,1.0,BOTH,1395,2,E,3,3,4,BOREWELL,2,11,25391.666666666668
2.0,12.9021731,77.5188868,ANYONE,0,1,0,1.0,BOTH,1050,2,S,2,0,4,CORP_BORE,2,7,13454.166666666666
3.0,12.90100208,77.64960371,ANYONE,1,1,1,1.0,BOTH,1425,3,N,4,3,3,CORP_BORE,2,12,28991.666666666668
2.0,12.99227296,77.66327138,ANYONE,0,1,1,1.0,BOTH,1150,2,E,5,3,4,CORP_BORE,2,7,22275.0
3.0,12.90391507,77.66464113,FAMILY,1,1,1,1.0,BOTH,2200,4,E,3,9,12,CORP_BORE,2,19,38020.833333333336
3.0,12.9056435,77.5854379,ANYONE,0,1,0,1.0,BOTH,1550,3,E,3,2,4,CORP_BORE,2,8,26375.0
2.0,12.94188009,77.54000741,FAMILY,0,0,0,0.0,TWO_WHEELER,900,1,E,0,0,1,CORPORATION,0,1,12425.0
1.0,12.9293653,77.5569265,FAMILY,0,0,0,1.0,TWO_WHEELER,750,1,N,1,0,2,CORP_BORE,0,0,9532.083333333334
2.0,12.97618821,77.75884757,FAMILY,1,1,1,1.0,FOUR_WHEELER,1290,2,E,2,1,4,BOREWELL,1,16,18058.333333333332
2.0,12.9192477,77.6428981,FAMILY,1,1,1,1.0,BOTH,1307,2,SE,4,7,12,CORPORATION,3,17,37033.333333333336
3.0,12.9070493,77.6999687,FAMILY,1,1,1,1.0,BOTH,1600,3,SE,3,5,13,CORP_BORE,1,15,31487.166666666668
1.0,12.95823542,77.65508295,ANYONE,0,0,0,0.0,NONE,500,1,E,1,1,2,CORPORATION,0,0,11225.833333333334
2.0,12.90144105,77.72307467,FAMILY,0,0,0,1.0,BOTH,1100,2,E,1,1,3,BOREWELL,2,1,15813.333333333334
2.0,12.9190925,77.63792462,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,N,2,1,3,CORPORATION,1,3,14418.333333333334
3.0,12.91776332,77.59045408,FAMILY,0,0,0,1.0,BOTH,1800,3,E,3,0,1,CORP_BORE,0,5,32254.166666666668
3.0,12.9671275,77.7315103,ANYONE,1,1,1,2.0,BOTH,1336,2,N,2,3,4,BOREWELL,2,11,27287.5
1.0,12.9232081,77.6098265,FAMILY,0,0,0,1.0,FOUR_WHEELER,450,1,E,1,3,4,CORPORATION,0,3,10299.166666666666
2.0,12.95277609,77.56973841,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,1,E,3,0,1,CORPORATION,0,1,15286.666666666666
2.0,12.9609373,77.7460451,FAMILY,1,1,1,1.0,BOTH,1320,2,E,2,9,16,CORPORATION,1,15,29183.333333333332
2.0,12.99363372,77.70559512,ANYONE,1,1,1,2.0,BOTH,1019,2,E,2,2,4,CORPORATION,2,14,24366.666666666668
2.0,12.93145135,77.55750667,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,N,2,2,2,CORP_BORE,1,0,13800.0
3.0,12.9786558,77.77125419,FAMILY,1,1,0,1.0,BOTH,1600,3,W,3,2,4,CORP_BORE,3,8,21204.166666666668
3.0,12.9821116,77.6573979,FAMILY,0,1,0,2.0,BOTH,1800,3,N,5,4,4,BOREWELL,3,12,34983.333333333336
2.0,12.95881149,77.63774193,FAMILY,0,0,0,1.0,TWO_WHEELER,950,3,E,3,1,2,CORPORATION,1,2,21541.666666666668
2.0,12.90539993,77.5221163,FAMILY,1,1,0,1.0,BOTH,1170,2,E,5,2,4,CORP_BORE,1,12,14854.166666666666
2.0,12.97402335,77.68259661,FAMILY,0,0,0,1.0,BOTH,850,2,E,2,3,3,CORPORATION,2,3,15824.991666666667
2.0,12.91850318,77.60217006,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,N,1,0,1,CORP_BORE,1,2,17804.166666666668
0.0,12.92679716,77.68653867,BACHELOR,0,0,0,1.0,TWO_WHEELER,150,1,E,1,2,3,BOREWELL,0,2,8820.833333333334
1.0,12.955038,77.6559598,ANYONE,0,0,0,1.0,TWO_WHEELER,800,2,W,2,2,3,CORPORATION,1,1,16550.0
2.0,12.97688521,77.67016764,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,2,S,2,0,0,CORP_BORE,1,1,16052.5
2.0,12.91036224,77.51283264,FAMILY,1,1,1,1.0,BOTH,1215,2,N,2,2,4,CORP_BORE,1,11,15205.833333333334
2.0,12.95081349,77.62321159,FAMILY,0,0,0,1.0,BOTH,800,2,NE,2,0,3,CORP_BORE,1,4,17641.666666666668
2.0,12.90260674,77.58397249,FAMILY,0,0,0,1.0,FOUR_WHEELER,1400,2,W,2,0,1,CORPORATION,1,1,17912.491666666665
1.0,12.90827488,77.64735659,ANYONE,0,0,0,1.0,TWO_WHEELER,425,1,SE,1,3,3,CORP_BORE,0,1,12511.25
3.0,12.93344339,77.54221381,ANYONE,0,0,0,1.0,BOTH,1500,3,N,3,0,1,CORPORATION,0,1,21029.166666666668
2.0,12.99176105,77.76372369,FAMILY,0,0,0,0.0,TWO_WHEELER,700,2,E,0,2,3,BOREWELL,1,0,11714.583333333334
3.0,12.9220177,77.722116,ANYONE,0,0,0,1.0,BOTH,1800,3,SE,4,5,6,CORP_BORE,2,9,25229.166666666668
2.0,12.9850201,77.7337958,FAMILY,1,1,0,1.0,BOTH,1160,2,N,2,3,4,BOREWELL,1,9,21679.166666666668
2.0,12.90566543,77.6496036,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,N,2,2,3,CORP_BORE,2,3,19304.166666666668
4.0,12.90722297,77.57270436,COMPANY,0,0,0,1.0,BOTH,1800,4,E,0,3,4,CORPORATION,1,5,30204.166666666668
3.0,12.91971763,77.51872522,FAMILY,0,0,0,1.0,BOTH,1800,3,N,3,0,1,CORP_BORE,4,4,23625.0
1.0,12.94784309,77.62477029,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,E,1,0,2,CORPORATION,0,0,9458.333333333334
2.0,12.91743671,77.59970487,FAMILY,0,0,0,1.0,TWO_WHEELER,900,2,E,2,1,2,CORPORATION,2,2,19158.333333333332
1.0,12.91440794,77.66642582,ANYONE,1,0,1,1.0,BOTH,900,1,N,3,1,3,CORP_BORE,1,6,14197.425
2.0,12.99596185,77.54749469,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,N,2,1,1,CORP_BORE,1,4,17261.666666666668
3.0,12.9635314,77.6480195,ANYONE,0,1,0,1.0,BOTH,1560,3,N,3,1,5,CORPORATION,3,9,37650.0
2.0,12.97108239,77.66478713,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,E,2,1,2,CORP_BORE,0,3,14808.333333333334
1.0,12.93321314,77.56375659,FAMILY,0,0,0,1.0,TWO_WHEELER,900,1,E,1,3,3,CORP_BORE,0,2,11564.166666666666
3.0,12.968408,77.733105,ANYONE,0,1,1,1.0,FOUR_WHEELER,1500,3,E,3,1,10,BOREWELL,3,10,26676.666666666668
